,Loss
884,84.5462417602539
885,61.80619430541992
886,80.57923889160156
887,80.89955139160156
888,59.59760284423828
889,80.81367492675781
890,55.54121398925781
891,69.87026977539062
892,91.87725067138672
893,59.98286437988281
894,105.89339447021484
895,83.71866607666016
896,83.50716400146484
897,81.79360961914062
898,73.72540283203125
899,70.79934692382812
900,82.10546875
901,100.02713775634766
902,82.87239837646484
903,61.075618743896484
904,93.71640014648438
905,76.16578674316406
906,81.21739196777344
907,78.98968505859375
908,84.07575988769531
909,72.38809967041016
910,67.04336547851562
911,73.43132019042969
912,68.51416015625
913,59.47416305541992
914,78.83439636230469
915,88.30738067626953
916,77.16038513183594
917,71.76354217529297
918,94.71984100341797
919,67.51873779296875
920,72.98329162597656
921,68.44718933105469
922,89.02610778808594
923,89.27153015136719
924,81.65766906738281
925,70.74288177490234
926,80.5024642944336
927,75.4572525024414
928,82.96612548828125
929,69.54816436767578
930,82.20437622070312
931,86.89539337158203
932,79.24942016601562
933,80.57106018066406
934,78.75159454345703
935,77.24425506591797
936,76.70834350585938
937,76.93803405761719
938,83.48673248291016
939,67.9488296508789
940,85.3829345703125
941,75.18018341064453
942,78.45478057861328
943,77.99805450439453
944,72.41386413574219
945,69.52302551269531
946,75.63884735107422
947,75.43305206298828
948,62.55432891845703
949,83.90630340576172
950,89.7596435546875
951,83.9340591430664
952,57.096519470214844
953,78.226806640625
954,81.57587432861328
955,82.75021362304688
956,93.01068115234375
957,85.77728271484375
958,82.93264770507812
959,81.24069213867188
960,66.75624084472656
961,61.4302978515625
962,75.09847259521484
963,80.1962661743164
964,69.91295623779297
965,86.71693420410156
966,74.8135986328125
967,91.44375610351562
968,77.50401306152344
969,97.09425354003906
970,67.86121368408203
971,69.96630096435547
972,77.80934143066406
973,64.35706329345703
974,69.8179931640625
975,68.94357299804688
976,64.57545471191406
977,78.95391082763672
978,60.009796142578125
979,70.34202575683594
980,75.79737854003906
981,96.60771942138672
982,69.75715637207031
983,66.5977783203125
984,100.65585327148438
985,63.77399444580078
986,82.94670104980469
987,107.45881652832031
988,73.81135559082031
989,97.07926940917969
990,92.44364929199219
991,62.68122863769531
992,86.91011047363281
993,83.63424682617188
994,90.71426391601562
995,78.5120849609375
996,88.09634399414062
997,97.13272857666016
998,97.33495330810547
999,88.22636413574219
1000,92.2509765625
1001,82.95777893066406
1002,78.32704162597656
1003,78.68224334716797
1004,86.65951538085938
1005,98.96244049072266
1006,78.38172912597656
1007,90.06128692626953
1008,98.0688247680664
1009,74.65116882324219
1010,89.94419860839844
1011,73.06684875488281
1012,82.12342071533203
1013,92.302978515625
1014,74.95488739013672
1015,79.93733978271484
1016,71.14897155761719
1017,68.94790649414062
1018,95.53144836425781
1019,59.03582763671875
1020,84.31546783447266
1021,90.10606384277344
1022,58.962303161621094
1023,84.88766479492188
1024,66.56989288330078
1025,80.72319793701172
1026,103.700927734375
1027,82.24072265625
1028,69.96672821044922
1029,75.17437744140625
1030,74.30004119873047
1031,68.0519790649414
1032,80.70586395263672
1033,73.25458526611328
1034,70.79090881347656
1035,87.36663055419922
1036,72.43911743164062
1037,75.41449737548828
1038,79.25698852539062
1039,54.3209228515625
1040,74.49510955810547
1041,75.94725036621094
1042,106.12874603271484
1043,79.60121154785156
1044,70.6494140625
1045,96.1517333984375
1046,70.8744125366211
1047,79.3347396850586
1048,88.62860107421875
1049,68.94586181640625
1050,71.0567855834961
1051,69.73397827148438
1052,64.99803161621094
1053,72.33132934570312
1054,76.46884155273438
1055,75.8155288696289
1056,94.13411712646484
1057,74.44747161865234
1058,72.97946166992188
1059,85.37808990478516
1060,74.71256256103516
1061,61.024845123291016
1062,85.93667602539062
1063,61.150062561035156
1064,88.89898681640625
1065,74.2002182006836
1066,65.28794860839844
1067,84.526123046875
1068,62.336753845214844
1069,75.81757354736328
1070,67.96709442138672
1071,75.21563720703125
1072,68.54352569580078
1073,75.36112976074219
1074,78.47625732421875
1075,64.64338684082031
1076,95.20053100585938
1077,70.3582763671875
1078,78.54185485839844
1079,68.64452362060547
1080,90.60047912597656
1081,93.56800842285156
1082,83.45027923583984
1083,92.81716918945312
1084,99.88336944580078
1085,84.51781463623047
1086,69.10237884521484
1087,65.60736083984375
1088,79.91730499267578
1089,79.1784896850586
1090,79.389892578125
1091,85.15859985351562
